hardware vs. memory (1000),,,
time+,buffalo,csel-kh1250-13,csel-kh1262-13
5683.34,1.4,,
5683.68,1.4,,
5684.02,1.4,,
5684.37,1.4,,
5684.71,1.4,,
5685.05,1.4,,
5685.4,1.4,,
5685.75,1.4,,
5686.09,1.4,,
5686.44,1.4,,
5686.78,1.4,,
5687.12,1.4,,
5687.48,1.4,,
5687.82,1.4,,
5688.17,1.4,,
5688.51,1.4,,
5688.85,1.4,,
5689.2,1.4,,
5689.55,1.4,,
5689.89,1.4,,
5690.24,1.4,,
5690.58,1.4,,
5690.92,1.4,,
5691.27,1.4,,
5691.62,1.4,,
5691.97,1.4,,
5692.32,1.4,,
5692.66,1.4,,
5693.01,1.4,,
5693.35,1.4,,
5693.7,1.4,,
5694.04,1.4,,
5694.38,1.4,,
5694.74,1.4,,
5695.1,1.4,,
5695.44,1.4,,
5695.79,1.4,,
5696.13,1.4,,
5696.48,1.4,,
5696.82,1.4,,
5697.16,1.4,,
5697.51,1.4,,
5697.86,1.4,,
5698.2,1.4,,
5698.55,1.4,,
5698.9,1.4,,
5699.24,1.4,,
5699.58,1.4,,
5699.92,1.4,,
5700.27,1.4,,
5700.61,1.4,,
5700.95,1.4,,
5701.3,1.4,,
5701.65,1.4,,
5701.99,1.4,,
5702.33,1.4,,
5702.68,1.4,,
5703.02,1.4,,
5703.37,1.4,,
5703.71,1.4,,
5704.06,1.4,,
5704.4,1.4,,
5704.75,1.4,,
5705.09,1.4,,
5705.44,1.4,,
5705.78,1.4,,
5706.12,1.4,,
5706.46,1.4,,
5706.8,1.4,,
5707.15,1.4,,
5707.5,1.4,,
5707.84,1.4,,
5708.18,1.4,,
5708.53,1.4,,
5708.87,1.4,,
5709.22,1.4,,
5709.56,1.4,,
5709.9,1.4,,
5710.25,1.4,,
5710.6,1.4,,
5710.95,1.4,,
5711.29,1.4,,
5711.63,1.4,,
5711.98,1.4,,
5712.33,1.4,,
5712.68,1.4,,
5713.02,1.4,,
5713.37,1.4,,
5713.71,1.4,,
5714.06,1.4,,
5714.4,1.4,,
5714.74,1.4,,
5715.09,1.4,,
5715.44,1.4,,
5715.78,1.4,,
5716.13,1.4,,
5716.47,1.4,,
5716.82,1.4,,
5717.16,1.4,,
5717.51,1.4,,
5717.85,1.4,,
5718.2,1.4,,
5718.54,1.4,,
5718.88,1.4,,
5719.23,1.4,,
5719.57,1.4,,
5719.91,1.4,,
5720.26,1.4,,
5720.6,1.4,,
5720.95,1.4,,
5721.3,1.4,,
5721.65,1.4,,
5721.99,1.4,,
5722.33,1.4,,
5722.68,1.4,,
5723.03,1.4,,
5723.37,1.4,,
5723.71,1.4,,
5724.06,1.4,,
5724.4,1.4,,
5724.75,1.4,,
5725.1,1.4,,
5725.45,1.4,,
5725.79,1.4,,
5726.14,1.4,,
5726.48,1.4,,
5726.83,1.4,,
5727.17,1.4,,
5727.52,1.4,,
5727.86,1.4,,
5728.21,1.4,,
5728.55,1.4,,
5728.9,1.4,,
5729.25,1.4,,
5729.6,1.4,,
5729.94,1.4,,
5730.28,1.4,,
5730.62,1.4,,
5730.97,1.4,,
5731.32,1.4,,
5731.67,1.4,,
5732.01,1.4,,
5732.36,1.4,,
5732.7,1.4,,
5733.05,1.4,,
5733.39,1.4,,
5733.73,1.4,,
5734.07,1.4,,
5734.42,1.4,,
5734.76,1.4,,
5735.1,1.4,,
5735.45,1.4,,
5735.79,1.4,,
5736.14,1.4,,
5736.48,1.4,,
5736.82,1.4,,
5737.17,1.4,,
5737.51,1.4,,
5737.85,1.4,,
5738.2,1.4,,
5738.54,1.4,,
5738.89,1.4,,
5739.24,1.4,,
5739.58,1.4,,
5739.93,1.4,,
5740.27,1.4,,
5740.61,1.4,,
5740.96,1.4,,
5741.3,1.4,,
5741.65,1.4,,
5741.99,1.4,,
5742.34,1.4,,
5742.68,1.4,,
5743.03,1.4,,
5743.37,1.4,,
5743.71,1.4,,
5744.05,1.4,,
5744.4,1.4,,
5744.74,1.4,,
5745.09,1.4,,
5745.43,1.4,,
5745.77,1.4,,
5746.12,1.4,,
5746.46,1.4,,
5746.8,1.4,,
5747.15,1.4,,
5747.49,1.4,,
5747.83,1.4,,
5748.18,1.4,,
5748.52,1.4,,
5748.86,1.4,,
5749.2,1.4,,
5749.55,1.4,,
5749.89,1.4,,
5750.24,1.4,,
5750.59,1.4,,
5750.93,1.4,,
5751.28,1.4,,
5751.63,1.4,,
5751.97,1.4,,
5752.31,1.4,,
5752.66,1.4,,
5753.01,1.4,,
5753.35,1.4,,
5753.69,1.4,,
5754.04,1.4,,
5754.38,1.4,,
5754.73,1.4,,
5755.07,1.4,,
5755.42,1.4,,
5755.76,1.4,,
5756.11,1.4,,
5756.45,1.4,,
5756.8,1.4,,
5757.14,1.4,,
5757.48,1.4,,
5757.83,1.4,,
5758.18,1.4,,
5758.52,1.4,,
5758.87,1.4,,
5759.21,1.4,,
5759.55,1.4,,
5759.9,1.4,,
5760.25,1.4,,
5760.59,1.4,,
5760.93,1.4,,
5761.27,1.4,,
5761.62,1.4,,
5761.96,1.4,,
5762.32,1.4,,
5762.66,1.4,,
5763.01,1.4,,
5763.35,1.4,,
5763.7,1.4,,
5764.04,1.4,,
5764.38,1.4,,
5764.73,1.4,,
5765.08,1.4,,
5765.42,1.4,,
5765.77,1.4,,
5766.12,1.4,,
5766.46,1.4,,
5766.8,1.4,,
5767.15,1.4,,
5767.49,1.4,,
5767.84,1.4,,
5768.19,1.4,,
5768.53,1.4,,
5768.88,1.4,,
5769.22,1.4,,
5769.57,1.4,,
5769.91,1.4,,
5770.26,1.4,,
5770.6,1.4,,
5770.95,1.4,,
5771.3,1.4,,
5771.64,1.4,,
5771.99,1.4,,
5772.33,1.4,,
5772.68,1.4,,
5773.02,1.4,,
5773.37,1.4,,
5773.72,1.4,,
5774.07,1.4,,
5774.41,1.4,,
5774.75,1.4,,
5775.09,1.4,,
5775.44,1.4,,
5775.78,1.4,,
5776.13,1.4,,
5776.47,1.4,,
5776.82,1.4,,
5777.16,1.4,,
5777.5,1.4,,
5777.85,1.4,,
5778.19,1.4,,
5778.54,1.4,,
5778.88,1.4,,
5779.22,1.4,,
5779.57,1.4,,
5779.91,1.4,,
5780.26,1.4,,
5780.6,1.4,,
5780.95,1.4,,
5781.29,1.4,,
5781.64,1.4,,
5781.99,1.4,,
5782.33,1.4,,
5782.68,1.4,,
5783.02,1.4,,
5783.37,1.4,,
5783.72,1.4,,
5784.07,1.4,,
5784.41,1.4,,
5784.76,1.4,,
5785.11,1.4,,
5785.45,1.4,,
5785.79,1.4,,
5786.14,1.4,,
5786.48,1.4,,
5786.83,1.4,,
5787.17,1.4,,
5787.52,1.4,,
5787.86,1.4,,
5788.2,1.4,,
5788.55,1.4,,
5788.9,1.4,,
5789.25,1.4,,
5789.6,1.4,,
5789.95,1.4,,
5790.3,1.4,,
5790.64,1.4,,
5790.99,1.4,,
5791.33,1.4,,
5791.68,1.4,,
5792.02,1.4,,
5792.37,1.4,,
5792.71,1.4,,
5793.06,1.4,,
5793.4,1.4,,
5793.75,1.4,,
5794.1,1.4,,
5794.44,1.4,,
5794.78,1.4,,
5795.13,1.4,,
5795.47,1.4,,
5795.82,1.4,,
5796.16,1.4,,
5796.5,1.4,,
5796.85,1.4,,
5797.19,1.4,,
5797.53,1.4,,
5797.88,1.4,,
5798.23,1.4,,
5798.57,1.4,,
5798.92,1.4,,
5799.26,1.4,,
5799.61,1.4,,
5799.95,1.4,,
5800.3,1.4,,
5800.64,1.4,,
5800.99,1.4,,
5801.34,1.4,,
5801.68,1.4,,
5802.03,1.4,,
5802.37,1.4,,
5802.72,1.4,,
5803.07,1.4,,
5803.41,1.4,,
5803.76,1.4,,
5804.1,1.4,,
5804.45,1.4,,
5804.79,1.4,,
5805.14,1.4,,
5805.48,1.4,,
5805.82,1.4,,
5806.16,1.4,,
5806.5,1.4,,
5806.85,1.4,,
5807.2,1.4,,
5807.55,1.4,,
5807.89,1.4,,
5808.23,1.4,,
5808.58,1.4,,
5808.93,1.4,,
5809.27,1.4,,
5809.62,1.4,,
5809.97,1.4,,
5810.32,1.4,,
5810.66,1.4,,
5811.01,1.4,,
5811.36,1.4,,
5811.71,1.4,,
5812.05,1.4,,
5812.39,1.4,,
5812.74,1.4,,
5813.08,1.4,,
5813.43,1.4,,
5813.78,1.4,,
5814.12,1.4,,
5814.47,1.4,,
5814.82,1.4,,
5815.16,1.4,,
5815.51,1.4,,
5815.85,1.4,,
5816.2,1.4,,
5816.54,1.4,,
5816.89,1.4,,
5817.24,1.4,,
5817.58,1.4,,
5817.92,1.4,,
5818.27,1.4,,
5818.61,1.4,,
5818.96,1.4,,
5819.31,1.4,,
5819.65,1.4,,
5820.0,1.4,,
5820.34,1.4,,
5820.69,1.4,,
5821.03,1.4,,
5821.37,1.4,,
5821.72,1.4,,
5822.06,1.4,,
5822.41,1.4,,
5822.75,1.4,,
5823.1,1.4,,
5823.45,1.4,,
5823.79,1.4,,
5824.14,1.4,,
5824.48,1.4,,
5824.83,1.4,,
5825.18,1.4,,
5825.52,1.4,,
5825.87,1.4,,
5826.21,1.4,,
5826.56,1.4,,
5826.9,1.4,,
5827.25,1.4,,
5827.59,1.4,,
5827.94,1.4,,
5828.28,1.4,,
5828.63,1.4,,
5828.97,1.4,,
5829.32,1.4,,
5829.66,1.4,,
5830.01,1.4,,
5830.35,1.4,,
5830.7,1.4,,
5831.04,1.4,,
5831.39,1.4,,
5831.74,1.4,,
5832.09,1.4,,
5832.43,1.4,,
5832.77,1.4,,
5833.12,1.4,,
5833.46,1.4,,
5833.81,1.4,,
5834.16,1.4,,
5834.51,1.4,,
5834.85,1.4,,
5835.2,1.4,,
5835.54,1.4,,
5835.89,1.4,,
5836.23,1.4,,
5836.58,1.4,,
5836.93,1.4,,
5837.27,1.4,,
5837.61,1.4,,
5837.95,1.4,,
5838.3,1.4,,
5838.64,1.4,,
5838.99,1.4,,
5839.33,1.4,,
5839.68,1.4,,
5840.02,1.4,,
5840.37,1.4,,
5840.72,1.4,,
5841.06,1.4,,
5841.41,1.4,,
5841.75,1.4,,
5842.1,1.4,,
5842.44,1.4,,
5842.79,1.4,,
5843.14,1.4,,
5843.48,1.4,,
5843.82,1.4,,
5844.17,1.4,,
5844.51,1.4,,
5844.86,1.4,,
5845.2,1.4,,
5845.55,1.4,,
5845.89,1.4,,
5846.23,1.4,,
5846.58,1.4,,
5846.92,1.4,,
5847.26,1.4,,
5847.61,1.4,,
5847.96,1.4,,
5848.3,1.4,,
5848.65,1.4,,
5848.99,1.4,,
5849.33,1.4,,
5849.68,1.4,,
5850.03,1.4,,
5850.37,1.4,,
5850.72,1.4,,
5851.06,1.4,,
5851.41,1.4,,
5851.75,1.4,,
5852.1,1.4,,
5852.44,1.4,,
5852.78,1.4,,
5853.13,1.4,,
5853.47,1.4,,
5853.82,1.4,,
5854.17,1.4,,
5854.52,1.4,,
5854.86,1.4,,
5855.2,1.4,,
5855.55,1.4,,
5855.9,1.4,,
5856.24,1.4,,
5856.59,1.4,,
5856.93,1.4,,
5857.28,1.4,,
5857.63,1.4,,
5857.98,1.4,,
5858.32,1.4,,
5858.66,1.4,,
5859.01,1.4,,
5859.36,1.4,,
5859.7,1.4,,
5860.05,1.4,,
5860.39,1.4,,
5860.74,1.4,,
5861.09,1.4,,
5861.43,1.4,,
5861.77,1.4,,
5862.12,1.4,,
5862.46,1.4,,
5862.8,1.4,,
5863.15,1.4,,
5863.5,1.4,,
5863.84,1.4,,
5864.18,1.4,,
5864.53,1.4,,
5864.87,1.4,,
5865.22,1.4,,
5865.58,1.4,,
5865.92,1.4,,
5866.27,1.4,,
5866.61,1.4,,
5866.96,1.4,,
5867.31,1.4,,
5867.65,1.4,,
5868.0,1.4,,
5868.34,1.4,,
5868.69,1.4,,
5869.04,1.4,,
5869.38,1.4,,
5869.72,1.4,,
5870.07,1.4,,
5870.42,1.4,,
5870.76,1.4,,
5871.1,1.4,,
5871.45,1.4,,
5871.79,1.4,,
5872.14,1.4,,
5872.49,1.4,,
5872.83,1.4,,
5873.18,1.4,,
5873.52,1.4,,
5873.87,1.4,,
5874.21,1.4,,
5874.56,1.4,,
5874.91,1.4,,
5875.25,1.4,,
5875.6,1.4,,
5875.95,1.4,,
5876.29,1.4,,
5876.64,1.4,,
5876.98,1.4,,
5877.33,1.4,,
5877.68,1.4,,
5878.02,1.4,,
5878.37,1.4,,
5878.71,1.4,,
5879.06,1.4,,
5879.4,1.4,,
5879.75,1.4,,
5880.09,1.4,,
5880.44,1.4,,
5880.79,1.4,,
5881.13,1.4,,
5881.48,1.4,,
5881.83,1.4,,
5882.17,1.4,,
5882.52,1.4,,
5882.86,1.4,,
5883.21,1.4,,
5883.56,1.4,,
5883.91,1.4,,
5884.25,1.4,,
5884.59,1.4,,
5884.94,1.4,,
5885.29,1.4,,
5885.63,1.4,,
5885.98,1.4,,
5886.32,1.4,,
5886.66,1.4,,
5887.01,1.4,,
5887.35,1.4,,
5887.7,1.4,,
5888.04,1.4,,
5888.39,1.4,,
5888.73,1.4,,
5889.07,1.4,,
5889.42,1.4,,
5889.77,1.4,,
5890.11,1.4,,
5890.46,1.4,,
5890.8,1.4,,
5891.15,1.4,,
5891.49,1.4,,
5891.84,1.4,,
5892.19,1.4,,
5892.53,1.4,,
5892.87,1.4,,
5893.22,1.4,,
5893.56,1.4,,
5893.91,1.4,,
5894.25,1.4,,
5894.6,1.4,,
5894.94,1.4,,
5895.28,1.4,,
5895.63,1.4,,
5895.97,1.4,,
5896.32,1.4,,
5896.66,1.4,,
5897.0,1.4,,
5897.35,1.4,,
5897.69,1.4,,
5898.04,1.4,,
5898.38,1.4,,
5898.73,1.4,,
5899.07,1.4,,
5899.42,1.4,,
5899.76,1.4,,
5900.1,1.4,,
5900.45,1.4,,
5900.8,1.4,,
5901.14,1.4,,
5901.48,1.4,,
5901.83,1.4,,
5902.17,1.4,,
5902.52,1.4,,
5902.86,1.4,,
5903.21,1.4,,
5903.55,1.4,,
5903.89,1.4,,
5904.24,1.4,,
5904.58,1.4,,
5904.93,1.4,,
5905.27,1.4,,
5905.61,1.4,,
5905.96,1.4,,
5906.3,1.4,,
5906.66,1.4,,
5907.0,1.4,,
5907.34,1.4,,
5907.69,1.4,,
5908.03,1.4,,
5908.38,1.4,,
5908.73,1.4,,
5909.07,1.4,,
5909.41,1.4,,
5909.76,1.4,,
5910.1,1.4,,
5910.44,1.4,,
5910.79,1.4,,
5911.13,1.4,,
5911.48,1.4,,
5911.83,1.4,,
5912.17,1.4,,
5912.52,1.4,,
5912.87,1.4,,
5913.21,1.4,,
5913.55,1.4,,
5913.91,1.4,,
5914.26,1.4,,
5914.6,1.4,,
5914.95,1.4,,
5915.29,1.4,,
5915.64,1.4,,
5915.98,1.4,,
5916.32,1.4,,
5916.67,1.4,,
5917.02,1.4,,
5917.36,1.4,,
5917.71,1.4,,
5918.05,1.4,,
5918.4,1.4,,
5918.74,1.4,,
5919.1,1.4,,
5919.45,1.4,,
5919.79,1.4,,
5920.14,1.4,,
5920.48,1.4,,
5920.82,1.4,,
5921.17,1.4,,
5921.51,1.4,,
5921.85,1.4,,
5922.2,1.4,,
5922.55,1.4,,
5922.89,1.4,,
5923.24,1.4,,
5923.58,1.4,,
5923.93,1.4,,
5924.27,1.4,,
5924.62,1.4,,
5924.96,1.4,,
5925.31,1.4,,
5925.65,1.4,,
5926.0,1.4,,
5926.34,1.4,,
5926.69,1.4,,
5927.03,1.4,,
5927.38,1.4,,
5927.72,1.4,,
5928.07,1.4,,
5928.43,1.4,,
5928.77,1.4,,
5929.11,1.4,,
5929.46,1.4,,
5929.81,1.4,,
5930.15,1.4,,
5930.5,1.4,,
5930.84,1.4,,
5931.18,1.4,,
5931.53,1.4,,
5931.87,1.4,,
5932.22,1.4,,
5932.56,1.4,,
5932.91,1.4,,
5933.25,1.4,,
5933.6,1.4,,
5933.94,1.4,,
5934.29,1.4,,
5934.64,1.4,,
5934.98,1.4,,
5935.33,1.4,,
5935.67,1.4,,
5936.02,1.4,,
5936.37,1.4,,
5936.71,1.4,,
5937.06,1.4,,
5937.4,1.4,,
5937.75,1.4,,
5938.09,1.4,,
5938.44,1.4,,
5938.79,1.4,,
5939.13,1.4,,
5939.47,1.4,,
5939.82,1.4,,
5940.17,1.4,,
5940.52,1.4,,
5940.87,1.4,,
5941.21,1.4,,
5941.56,1.4,,
5941.9,1.4,,
5942.24,1.4,,
5942.59,1.4,,
5942.94,1.4,,
5943.28,1.4,,
5943.62,1.4,,
5943.97,1.4,,
5944.32,1.4,,
5944.66,1.4,,
5945.01,1.4,,
5945.35,1.4,,
5945.69,1.4,,
5946.04,1.4,,
5946.38,1.4,,
5946.73,1.4,,
5947.08,1.4,,
5947.42,1.4,,
5947.76,1.4,,
5948.11,1.4,,
5948.46,1.4,,
5948.8,1.4,,
5949.15,1.4,,
5949.49,1.4,,
5949.84,1.4,,
5950.18,1.4,,
5950.53,1.4,,
5950.87,1.4,,
5951.22,1.4,,
5951.56,1.4,,
5951.91,1.4,,
5952.26,1.4,,
5952.6,1.4,,
5952.94,1.4,,
5953.29,1.4,,
5953.63,1.4,,
5953.97,1.4,,
5954.32,1.4,,
5954.67,1.4,,
5955.01,1.4,,
5955.35,1.4,,
5955.7,1.4,,
5956.04,1.4,,
5956.39,1.4,,
5956.74,1.4,,
5957.08,1.4,,
5957.43,1.4,,
5957.77,1.4,,
5958.12,1.4,,
5958.47,1.4,,
5958.82,1.4,,
5959.16,1.4,,
5959.51,1.4,,
5959.85,1.4,,
5960.2,1.4,,
5960.55,1.4,,
5960.89,1.4,,
5961.24,1.4,,
5961.59,1.4,,
5961.94,1.4,,
5962.29,1.4,,
5962.63,1.4,,
5962.97,1.4,,
5963.32,1.4,,
5963.67,1.4,,
5964.02,1.4,,
5964.36,1.4,,
5964.71,1.4,,
5965.06,1.4,,
5965.4,1.4,,
5965.75,1.4,,
5966.09,1.4,,
5966.43,1.4,,
5966.77,1.4,,
5967.12,1.4,,
5967.47,1.4,,
5967.82,1.4,,
5968.16,1.4,,
5968.5,1.4,,
5968.85,1.4,,
5969.19,1.4,,
5969.53,1.4,,
5969.88,1.4,,
5970.22,1.4,,
5970.57,1.4,,
5970.91,1.4,,
5971.25,1.4,,
5971.6,1.4,,
5971.94,1.4,,
5972.29,1.4,,
5972.64,1.4,,
5972.98,1.4,,
5973.33,1.4,,
5973.67,1.4,,
5974.02,1.4,,
5974.36,1.4,,
5974.71,1.4,,
5975.06,1.4,,
5975.4,1.4,,
5975.74,1.4,,
5976.09,1.4,,
5976.43,1.4,,
5976.77,1.4,,
5977.12,1.4,,
5977.47,1.4,,
5977.81,1.4,,
5978.16,1.4,,
5978.5,1.4,,
5978.85,1.4,,
5979.19,1.4,,
5979.54,1.4,,
5979.88,1.4,,
5980.23,1.4,,
5980.57,1.4,,
5980.92,1.4,,
5981.26,1.4,,
5981.61,1.4,,
5981.95,1.4,,
5982.3,1.4,,
5982.64,1.4,,
5982.99,1.4,,
5983.33,1.4,,
5983.68,1.4,,
5984.02,1.4,,
5984.36,1.4,,
5984.71,1.4,,
5985.05,1.4,,
5985.4,1.4,,
5985.74,1.4,,
5986.09,1.4,,
5986.43,1.4,,
5986.78,1.4,,
5987.12,1.4,,
5987.46,1.4,,
5987.81,1.4,,
5988.16,1.4,,
5988.5,1.4,,
5988.85,1.4,,
5989.19,1.4,,
5989.54,1.4,,
5989.88,1.4,,
5990.22,1.4,,
5990.57,1.4,,
5990.91,1.4,,
5991.26,1.4,,
5991.6,1.4,,
5991.95,1.4,,
5992.28,1.4,,
5992.63,1.4,,
5992.97,1.4,,
5993.32,1.4,,
5993.66,1.4,,
5994.01,1.4,,
5994.36,1.4,,
5994.7,1.4,,
5995.05,1.4,,
5995.39,1.4,,
5995.73,1.4,,
5996.08,1.4,,
5996.42,1.4,,
5996.78,1.4,,
5997.12,1.4,,
5997.46,1.4,,
5997.81,1.4,,
5998.16,1.4,,
5998.51,1.4,,
5998.85,1.4,,
5999.2,1.4,,
5999.54,1.4,,
5999.88,1.4,,
6000.23,1.4,,
6000.57,1.4,,
6000.91,1.4,,
6001.26,1.4,,
6001.61,1.4,,
6001.96,1.4,,
6002.3,1.4,,
6002.64,1.4,,
6002.99,1.4,,
6003.33,1.4,,
6003.69,1.4,,
6004.04,1.4,,
6004.39,1.4,,
6004.74,1.4,,
6005.08,1.4,,
6005.42,1.4,,
6005.77,1.4,,
6006.11,1.4,,
6006.45,1.4,,
6006.8,1.4,,
6007.15,1.4,,
6007.49,1.4,,
6007.83,1.4,,
6008.18,1.4,,
6008.52,1.4,,
6008.86,1.4,,
6009.21,1.4,,
6009.55,1.4,,
6009.89,1.4,,
6010.24,1.4,,
6010.58,1.4,,
6010.93,1.4,,
6011.27,1.4,,
6011.61,1.4,,
6011.96,1.4,,
6012.3,1.4,,
6012.65,1.4,,
6012.99,1.4,,
6013.34,1.4,,
6013.68,1.4,,
6014.03,1.4,,
6014.37,1.4,,
6014.72,1.4,,
6015.06,1.4,,
6015.41,1.4,,
6015.75,1.4,,
6016.1,1.4,,
6016.45,1.4,,
6016.79,1.4,,
6017.13,1.4,,
6017.48,1.4,,
6017.82,1.4,,
6018.17,1.4,,
6018.51,1.4,,
6018.85,1.4,,
6019.2,1.4,,
6019.54,1.4,,
6019.89,1.4,,
6020.23,1.4,,
6020.58,1.4,,
6020.92,1.4,,
6021.27,1.4,,
6021.62,1.4,,
6021.96,1.4,,
6022.31,1.4,,
6022.64,1.4,,
6022.98,1.4,,
6023.33,1.4,,
6023.67,1.4,,
6024.01,1.4,,
6024.36,1.4,,
6024.71,1.4,,
6025.05,1.4,,
6025.4,1.4,,
6025.74,1.4,,
6026.09,1.4,,
6026.43,1.4,,
6026.78,1.4,,
6027.12,1.4,,
6027.47,1.4,,
6027.82,1.4,,
6028.16,1.4,,
6028.51,1.4,,
6028.86,1.4,,
6029.2,1.4,,
6029.55,1.4,,
6029.89,1.4,,
6030.24,1.4,,
6030.58,1.4,,
6030.92,1.4,,
6031.27,1.4,,
6031.61,1.4,,
6031.96,1.4,,
6032.3,1.4,,
6032.66,1.4,,
6033.0,1.4,,
6033.35,1.4,,
6033.7,1.4,,
6034.04,1.4,,
6034.38,1.4,,
6034.73,1.4,,
6035.07,1.4,,
6035.42,1.4,,
6035.76,1.4,,
6036.1,1.4,,
6036.45,1.4,,
6036.8,1.4,,
6037.14,1.4,,
6037.49,1.4,,
6037.83,1.4,,
6038.18,1.4,,
6038.52,1.4,,
6038.86,1.4,,
6039.21,1.4,,
6039.55,1.4,,
6039.89,1.4,,
6040.24,1.4,,
6040.58,1.4,,
6040.93,1.4,,
6041.27,1.4,,
6041.62,1.4,,
6041.96,1.4,,
6042.3,1.4,,
6042.64,1.4,,
6043.0,1.4,,
6043.34,1.4,,
6043.68,1.4,,
6044.02,1.4,,
6044.37,1.4,,
6044.71,1.4,,
6045.06,1.4,,
6045.4,1.4,,
6045.75,1.4,,
6046.09,1.4,,
6046.43,1.4,,
6046.77,1.4,,
6047.12,1.4,,
6047.46,1.4,,
6047.8,1.4,,
6048.15,1.4,,
6048.49,1.4,,
6048.84,1.4,,
6049.18,1.4,,
6049.53,1.4,,
6049.87,1.4,,
6050.22,1.4,,
6050.56,1.4,,
6050.91,1.4,,
6051.25,1.4,,
6051.6,1.4,,
6051.94,1.4,,
6052.28,1.4,,
6052.63,1.4,,
6052.98,1.4,,
6053.32,1.4,,
6053.67,1.4,,
6054.01,1.4,,
6054.36,1.4,,
6054.7,1.4,,
6055.05,1.4,,
6055.39,1.4,,
6055.74,1.4,,
6056.09,1.4,,
6056.44,1.4,,
6056.78,1.4,,
6057.13,1.4,,
6057.47,1.4,,
6057.81,1.4,,
6058.16,1.4,,
6058.51,1.4,,
6058.86,1.4,,
6059.2,1.4,,
6059.54,1.4,,
6059.89,1.4,,
6060.24,1.4,,
6060.58,1.4,,
6060.93,1.4,,
6061.29,1.4,,
6061.63,1.4,,
6061.97,1.4,,
6062.32,1.4,,
6062.67,1.4,,
6063.01,1.4,,
6063.36,1.4,,
6063.7,1.4,,
6064.05,1.4,,
6064.39,1.4,,
6064.73,1.4,,
6065.08,1.4,,
6065.42,1.4,,
6065.76,1.4,,
6066.11,1.4,,
6066.45,1.4,,
6066.79,1.4,,
6067.14,1.4,,
6067.49,1.4,,
6067.83,1.4,,
6068.18,1.4,,
6068.52,1.4,,
6068.87,1.4,,
6069.21,1.4,,
6069.56,1.4,,
6069.91,1.4,,
6070.25,1.4,,
6070.59,1.4,,
6070.93,1.4,,
6071.28,1.4,,
6071.63,1.4,,
6071.97,1.4,,
6072.31,1.4,,
6072.66,1.4,,
6073.0,1.4,,
6073.34,1.4,,
6073.69,1.4,,
6074.03,1.4,,
6074.38,1.4,,
6074.72,1.4,,
6075.07,1.4,,
6075.42,1.4,,
6075.76,1.4,,
6076.11,1.4,,
6076.45,1.4,,
6076.81,1.4,,
6077.16,1.4,,
6077.5,1.4,,
6077.85,1.4,,
6078.19,1.4,,
6078.54,1.4,,
6078.88,1.4,,
6079.23,1.4,,
6079.57,1.4,,
6079.91,1.4,,
6080.26,1.4,,
6080.61,1.4,,
6080.95,1.4,,
6081.3,1.4,,
6081.64,1.4,,
6081.99,1.4,,
6082.33,1.4,,
6082.68,1.4,,
6083.03,1.4,,
6083.38,1.4,,
6083.72,1.4,,
6084.06,1.4,,
6084.41,1.4,,
6084.76,1.4,,
6085.11,1.4,,
6085.45,1.4,,
6085.8,1.4,,
6086.15,1.4,,
6086.49,1.4,,
6086.83,1.4,,
6087.18,1.4,,
6087.53,1.4,,
6087.87,1.4,,
6088.21,1.4,,
6088.56,1.4,,
6088.9,1.4,,
6089.25,1.4,,
6089.59,1.4,,
6089.94,1.4,,
6090.28,1.4,,
6090.63,1.4,,
6090.97,1.4,,
6091.31,1.4,,
6091.66,1.4,,
6092.0,1.4,,
6092.35,1.4,,
6092.69,1.4,,
6093.03,1.4,,
6093.38,1.4,,
6093.72,1.4,,
6094.07,1.4,,
6094.41,1.4,,
6094.75,1.4,,
6095.1,1.4,,
6095.45,1.4,,
6095.79,1.4,,
6096.14,1.4,,
6096.48,1.4,,
6096.82,1.4,,
6097.17,1.4,,
6097.51,1.4,,
6097.86,1.4,,
6098.2,1.4,,
6098.55,1.4,,
6098.89,1.4,,
6099.24,1.4,,
6099.59,1.4,,
6099.93,1.4,,
6100.28,1.4,,
6100.63,1.4,,
6100.97,1.4,,
6101.32,1.4,,
6101.67,1.4,,
6102.01,1.4,,
6102.36,1.4,,
6102.7,1.4,,
6103.04,1.4,,
6103.39,1.4,,
6103.73,1.4,,
6104.08,1.4,,
6104.43,1.4,,
6104.77,1.4,,
6105.12,1.4,,
6105.46,1.4,,
6105.81,1.4,,
6106.16,1.4,,
6106.5,1.4,,
6106.85,1.4,,
6107.19,1.4,,
6107.53,1.4,,
6107.88,1.4,,
6108.23,1.4,,
6108.58,1.4,,
6108.93,1.4,,
6109.27,1.4,,
6109.62,1.4,,
6109.96,1.4,,
6110.31,1.4,,
6110.65,1.4,,
6111.0,1.4,,
6111.35,1.4,,
6111.7,1.4,,
6112.04,1.4,,
6112.38,1.4,,
6112.72,1.4,,
6113.07,1.4,,
6113.41,1.4,,
6113.76,1.4,,
6114.11,1.4,,
6114.46,1.4,,
6114.8,1.4,,
6115.15,1.4,,
6115.49,1.4,,
6115.83,1.4,,
6116.18,1.4,,
6116.52,1.4,,
6116.87,1.4,,
6117.21,1.4,,
6117.55,1.4,,
6117.9,1.4,,
6118.24,1.4,,
6118.59,1.4,,
6118.93,1.4,,
6119.28,1.4,,
6119.63,1.4,,
6119.98,1.4,,
6120.32,1.4,,
6120.66,1.4,,
